Rosarino,Ingrosso,Cart c/o tiare shopping,azienda,INOROO08O04M393H,Villesse,Localita Maranuz,55120462789
Saverio,Giusto,Briconova srl,azienda,GIOSAR92W35O352R,Udine,Viale Schumann Robert,41126019674
Marrigo,Mutisi,Briconova srl,azienda,MUTMAA53W34S040Z,Pradamano,Via dei Boschi,07838450805
Galdo,Petrone,Brico fiera c/o citta fiera,azienda,PEOGAO92V32D000D,Martignacco,Via Antonio Bardelli,16632741006
Gisto,Casavecchia,Brico city,azienda,CAIGIO29Q06G452U,Trieste,Via Paolo Reti,20728439222
Fervido,Bonazzi,Brico business cooperation srl,azienda,BOOFEV07Z02Y133M,Tavagnacco,Via Alfieri,64160079970
Dimo,Albergo,Bran ferdinando sas di bran mara & c,azienda,ALLDIO28V37V226H,Roveredo in piano,Via Pietro Redivo,79857762235
Manno,Farilla,Boxeur des rues c/o tiare shopping,azienda,FALMAO91O15I742M,Villesse,Localita Maranuz,12128153528
Ricciardetto,Kelmendi,Boxeur des ruesmalloy c/o palmanova outlet,azienda,KEERIR75G28N417T,Aiello del friuli,Strada Provinciale,52612934825
Piccardo,Massaro,Bottegone srl aviano,azienda,MASPIR31B22P613X,Aviano,Viale San Giorgio B,67739558959
Cataldo,Ligori,Bottegone srl con socio unico,azienda,LIRCAA99Q20M745C,Udine,Via Derna,70208282301
Glisente,Ion,Bottega verde c/o torri deuropa,azienda,IONGLL10R30R068M,Trieste,Via Italo Svevo,30716963956
Melino,Rosa,Bottega verde c/o pradamano shopping center,azienda,ROSMEI22P35V140M,Pradamano,Via Nazionale Lovaria,66588017476
Oves,Nocerino,Bottega verde c/o le manifatture,azienda,NOEOVS57C23Q253G,Gemona del friuli,Via Luigi Burgi,08699489234
Sofio,Barbarito,Bottega verde c/o citta fiera,azienda,BATSOF86K32S065T,Martignacco,Via Antonio Bardelli,00981457287
Gustavo,Primiceri,Bottega verde c/o belforte gran shopping,azienda,PRIGUU94V28A814P,Monfalcone,Via g f Pocar,28679307614
Sabino,Nimalan,Bottega verde c/o arcobaleno,azienda,NINSAO08T30I569M,Basiliano,Via Corecian,93005691352
Ernani,Maggio,Bottega del sarto c/o palmanova outlet,azienda,MAOERN75I15U892Z,Aiello del friuli,Strada Provinciale,45695790493
Conino,Finamore,Bosco maxi pescheria,azienda,FIACON66F22X611Q,Trieste,Via del Coroneo,59124815218
Mirko,Sergi,Borc di cividat,azienda,SEIMII67O20J019I,Cividale del friuli,Viale Foramitti,73952357457
Amero,Cognatti amele,Bluespirit c/o torri deuropa,azienda,COLAMR40N05G379X,Trieste,Via Italo Svevo,83932287330
Idalio,Prence,Bluespirit c/o pradamano shopping center,azienda,PRRIDL96D32F759B,Pradamano,Via Nazionale Lovaria,75220596318
Marciano,De mitry,Bluespirit c/o gran fiume shopping,azienda,DEMMAN84E33N868X,Fiume veneto,Via Maestri del Lavoro,12739549315
Cammillo,Frontini,Bluespirit c/o citta fiera,azienda,FRNCAA09O22D643R,Martignacco,Via Antonio Bardelli,82866690167
Ricordino,Moreschi,Bluespirit c/o belforte gran shopping,azienda,MOCRII65S22D442I,Monfalcone,Via g f Pocar,72817076552
Ritano,Hasanaj,Blm srl belmonte,azienda,HASRIT48R35J693O,Fiume veneto,Via Maestri del Lavoro,59900476209
Ramon,Scialpi,Bleu cerise c/o citta fiera,azienda,SCLRAN70Z07A769Q,Martignacco,Via Antonio Bardelli,13708485437
Quirino,Della noce,Biscontin gioielleria c/o meduna,azienda,DEOQUR99N19I085D,Pordenone,Via Musile,04373142333
Paziente,De francesco,Bisbigli c/o palmanova outlet,azienda,DEAPAA48C32W123E,Aiello del friuli,Strada Provinciale,64528309950
Athos,Di tondo,Bin mc srl,azienda,DIOATH24Z02X734V,Udine,Via Bariglaria,20362476689
Loddo,Di giacomo,Bijou brigitte c/o tiare shopping,azienda,DIALOD74V20A154X,Villesse,Localita Maranuz,43766317710
Barbaro,Cascone,Bialetti industrie c/o palmanova outlet,azienda,CAABAR32C38D622E,Aiello del friuli,Strada Provinciale,24900009482
Reovaldo,Laporta,Bialetti c/o torri deuropa,azienda,LATREO11O07I246D,Trieste,Via Italo Svevo,67799258238
Aurino,De palma,Bialetti c/o tiare shopping,azienda,DE AUU56K01C413Q,Villesse,Localita Maranuz,14056615144
Creso,De paolis,Bialetti c/o gran fiume shopping,azienda,DEOCRR34S28B659O,Fiume veneto,Via Maestri del Lavoro,84802257582
Arietto,Andriani,Bialetti c/o citta fiera,azienda,ANIARE43N06A104J,Martignacco,Via Antonio Bardelli,10607175116
Edmo,Llorens,Better c/o citta fiera,azienda,LLNEDM70Z24V371S,Martignacco,Via Antonio Bardelli,66225962468
Evenzo,Vitali,Best market di chen ruihai ruihai,azienda,VITEVO09Q20T667U,San daniele del friuli,Via John Fitzgerald Kennedy,38030308538
Dorigo,Alaibak,Best market di chen ruihai,azienda,ALADOI13L26F846W,Maniago,Via della Stazione,18026502457
Onilio,Adilardi daquino,Bertoni elisabetta,azienda,ADDONL19B06F536C,Reana del rojale,Via s Giovanni,54046952407
Callimaco,Omeri,Bertanza & c srl,azienda,OMRCAM88B03R756I,Fontanafredda,Via Lattea,77277232229
Elias,Sabella,Bershka c/o citta fiera,azienda,SAAELS36O23D624L,Martignacco,Via Antonio Bardelli,66582097303
Pellico,Hajdini,Bennetparafarmacia bennet pradamano,azienda,HAIPEL93K09I263D,Pradamano,Via Nazionale Lovaria,21229072538
Dono,Paternosto,Bennet,azienda,PAODOO37E35S815F,Sacile,Viale Europa Cornadella,04105069013
Sibillo,Talo,Bennet,azienda,TA SIO40W26E159O,Ronchi dei legionari,Via Pietro Micca F,07504468043
Olfango,Nisi,Benetton,azienda,NISOLG50Q16F012Y,Aiello del friuli,Sp,20345733156
Orientino,Aloisio,Benessere mio c/o i salici,azienda,ALOORI31Z37W225Y,Udine,Viale Europa,85950895118
Odoardo,Tamma,Benessere mio c/o citta fiera,azienda,TAMODO49J14O708C,Martignacco,Via Antonio Bardelli,45325150257
Frugolino,Rampino,Belmonte c/o montedoro shopping center,azienda,RANFRO31S16G728U,Muggia,Via Flavia di Stramare,43599189157
Migliore,Patera,Belmonte c/o citta fiera,azienda,PAAMII96P04Z744O,Martignacco,Via Antonio Bardelli,08957726765
Simplicio,Capoccia,Belmonte c/o belforte gran shopping,azienda,CACSIP86X17X171Y,Monfalcone,Via g f Pocar,94893923900
Liseo,Patron,Belmarket,azienda,PAOLII24X14Y477R,Bagnaria arsa,Via della Villa Castions delle Mura,70729672350
Beniamino,Cavalieri,Belmarket,azienda,CAABEO94N30O131P,Staranzano,Via Trieste,08135855588
Oldrado,Salvati,Belmarket,azienda,SAVOLR85H35C978U,Meduno,Via Nuova,80786391208
Alfredino,Gusella,Belmarket,azienda,GUAALN87H36B506N,Roveredo in piano,Via Borgonuovo Borgonuovo,37949923146
Adorno,Martin barban,Belmarket,azienda,MABADO01A37Y176E,Latisana,Via Niccolo Tommaseo,19456898422
Feluccio,Danieli,Belmarket,azienda,DAAFEC02G17A200Z,Latisana,Via Roma Latisanotta,58451888458
Demo,Rotigliano,Belmarket,azienda,RONDEE10D12U446V,Forgaria nel friuli,Via Pinzano al Tagliamento Flagogna,84881245974
Eutimio,De paolis,Belmarket,azienda,DEAEUM42C08C703D,Pavia di udine,Via Plebiscito Risano,53859483579
Ottobello,Tortora damato,Belmarket,azienda,TOOOTT84S31Y655L,Romans disonzo,Piazza Giovanni Candussi,52531277652
Mafaldo,Marchetti,Belmarket,azienda,MARMAF04M08A914P,Fontanafredda,Via Bodegan,35886451922
Oretto,Chandrarajah,Belmarket,azienda,CHHORT85D09X812N,Aviano,Via Selva Giais,72291218924
Patrizio,Nocente,Belmarket,azienda,NOOPAZ84K03A293E,Trieste,Viale Miramare,75946265267
Donillo,Anela federico,Belforte gran shopping,azienda,ANCDON58P02S176S,Monfalcone,Via g f Pocar,18481162760
Pilerio,Levante,Beauty&co c/o tiare shopping,azienda,LEAPIO28L09R358E,Villesse,Localita Maranuz,88415359254
Adalberto,Simeone,Beauty bau c/o citta fiera,azienda,SIEADD63T02C900M,Martignacco,Via Antonio Bardelli,33844326226
Reginaldo,Trevisi,Beautiful & caprices c/o citta fiera,azienda,TRSREL17J06W087Y,Martignacco,Via Antonio Bardelli,95708892019
Orienzo,Sportillo,Bata superstore,azienda,SPLORR94Y08G070V,Trieste,Via Svevo Italo,70659537476
Scolastico,Perego,Bata c/o tiare shopping,azienda,PEESCC82C37N913M,Villesse,Localita Maranuz,83059032314
Rossello,Blaj,Bata c/o pradamano shopping center,azienda,BLAROO39W19R670E,Pradamano,Via Nazionale Lovaria,46888905230
Levi,Raguso,Bata c/o palmanova outlet,azienda,RAALEI49K26C109J,Aiello del friuli,Strada Provinciale,66098338874
Odelio,Mendes carvalho,Bata c/o montedoro shopping center,azienda,MEOODE04B07N430B,Muggia,Via Flavia di Stramare,13089854105
Cetteo,Landriscina,Bata c/o citta fiera,azienda,LAICET03H15D283L,Martignacco,Via Antonio Bardelli,19863872222
Odoviglio,Benvenuto,Bat srl,azienda,BEVODO04R13L934I,Lignano sabbiadoro,Corso delle Nazioni,72963047454
Isotto,Maziere,Bat srl,azienda,MAZISO90Q01T156U,Lignano sabbiadoro,Via della Letteratura,86895112093
Nizzardo,Patruno,Barber milano c/o pradamano shopping center,azienda,PAONIZ00P22R789E,Pradamano,Via Nazionale Lovaria,83432130387
Dirceo,De carlo,Baldinini,azienda,DELDIC04M29C337B,Aiello del friuli,Sp,80827918334
Metello,Bellini,Baili di lin chunchun,azienda,BENMEE99Y26K610T,Prata di pordenone,Via Puia,71114006820
Arcide,Colletti,B2 bottegone,azienda,COLARC73W18M519G,Aviano,Viale San Giorgio B,00947408106
Porfirio,Corliano,B/store c/o citta fiera,azienda,COLPOI50O20E958L,Martignacco,Via Antonio Bardelli,63483154658
Benedetto,Fullone,B & b group di blasigh daniel & c,azienda,FUUBEE41R20Z013K,Lignano sabbiadoro,Via Carnia,11726433677
Cristino,Blasio,Az casa di chen bo,azienda,BLSCRT76J33G275Z,Trieste,Via Giulia,40020901823
Liberio,Quida,Aw lab c/o tiare shopping,azienda,QUDLII45X38I564Z,Villesse,Localita Maranuz,46313111550
Femio,Bernardini,Aw lab c/o montedoro shopping center,azienda,BEIFEE34O33Q617D,Muggia,Via Flavia di Stramare,08165529418
Aramis,Gobithan,Aw lab c/o i salici,azienda,GOTARM86E35N554V,Sacile,Viale Europa Cornadella,44766879409
Liberato,Scarlino,Aw lab c/o gran fiume shopping,azienda,SCOLIA74I27R909Y,Fiume veneto,Via Maestri del Lavoro,81437025592
Odovilio,Muntean,Aw lab c/o citta fiera,azienda,MUEODL00M08H661G,Martignacco,Via Antonio Bardelli,33009641820
Renzio,Consani,Athmosfera c/o borc di cividat,azienda,COOREN84G15K566U,Cividale del friuli,Viale Foramitti,82777477695
Moro,Romanello,Despar,azienda,ROAMOO53S17Z437S,Udine,Viale Tricesimo,39381419758
Castolo,Rascazzo,Despar,azienda,RAOCAO38L22L518E,Pordenone,Via Montereale,85965010641
Festo,Zheng,Eurospar,azienda,ZHHFEE26C28X033P,Pordenone,Via Galilei Galileo,57458213120
Ansano,Dittoni,Aspiag service srl,azienda,DITANO54B30V094F,Remanzacco,Via s Martino,55651287724
Guidubaldo,Camarda,Aspiag service srl,azienda,CAMGUA23Z00C584L,Pasiano di pordenone,Via Coletti,14867449136
Clementino,Mummolo,Despar,azienda,MUMCLN54E06N711M,Udine,Via Volturno,43220686256
Ezelino,Bisa,Aspiag service srl,azienda,BIIEZZ93M31W639Q,San giorgio di nogaro,Via Fermi e,94766823285
Gemino,Mandorino,Aspiag service srl,azienda,MAIGEM44J32F186H,Ovaro,Via Caduti ii Maggio,32989996302
Porthos,Bruni,Arcobaleno srl,azienda,BRRPOO02A13X467Y,Basiliano,Via Corecian,91011779071
Fanfulla,Buongiorno,Arcaplanet c/o tiare shopping,azienda,BUNFAF89V06T357K,Villesse,Localita Maranuz,41368555885
Galante,Da costa,Arcaplanet c/o terminal nord,azienda,DACGAA54X27W267R,Udine,Viale Tricesimo,25334160132
Remes,Manco,Arcaplanet c/o il giulia,azienda,MAOREM73I15G359B,Trieste,Via Giulia,29351005726
Ildefonso,Migliaccio,Arcaplanet c/o gran fiume shopping,azienda,MICILE75T04J978B,Fiume veneto,Via Maestri del Lavoro,60077257688
Righetto,Delluzio,Arcaplanet c/o belforte gran shopping,azienda,DEIRIE49P13T870N,Monfalcone,Via g f Pocar,73578061679
Cartesio,Iannone,Ap srl,azienda,IAECAE08T10W808K,Prata di pordenone,Via Opitergina,70813437098
Caffiero,Daven,Antico gusto di manarin marco & manarin maurizio snc,azienda,DAECAE83Y13P631G,Corno di rosazzo,Via Giovanni xiii Papa,25024964779
Sistilio,Caiaffa sportella,Amelie c/o palmanova outlet,azienda,CAASII28H18G965S,Aiello del friuli,Strada Provinciale,67598103887
Selmino,Otranto,Ambra srl,azienda,OTASEE52B29F332X,San daniele del friuli,Via Umberto i,62441097926
Filelfo,Falanga,Am giochi e fumetti c/o citta fiera,azienda,FALFIF66Z13S149K,Martignacco,Via Antonio Bardelli,03213161716
Clarenzio,Nave,Alpe adria,azienda,NAVCLN22C38R378W,Cassacco,Ss Km,52335579845
Aldesino,Lapa,Ristorante da genio,azienda,LAPALI36V00U974W,Polcenigo,Via Polcenigo,99931960941
Giudo,Dellanna misurale,Pizzeria ristorante locanda casa rosandra,azienda,DEMGII42M11C547Q,San dorligo della valle,Localit Mattonaia Triestina Dolina,44185754679
Giorgio,Picci,Agriturismo debelis,azienda,PICGIO82T06G587Z,Trieste,Via Ventura Giorgio,99776605238
Effrem,Torricelli,Ristorante la ciotola,azienda,TOCEFE67E32H283V,Porcia,Via Sant Antonio,16818961429
Adastro,Dattilo,Albergo ristorante al pescatore,azienda,DALADA20M10E874U,Duino,Frazione Duino,46833278288
Oliveto,Bersani,Risto pub borgo san quirino,azienda,BEIOLL85Z06U644O,Trieste,Via Diaz,90181010928
Silo,Logeswaran,Trattoria ai tigli,azienda,LOGSII02Z33L529U,Staranzano,Via Colussa,30656374281
Piramo,Honnorat,Ristorante pizzeria bar sottocastello,azienda,HOTPIR63G04H425I,Cassacco,Via Udine,72193810299
Sergio,Garofalo,Kapuziner keller,azienda,GAOSEG54A12H458Q,Trieste,Via Pozzo del Mare,76032225368
Raineri,Leaci,Trattoria barbablu,azienda,LEARAR08Y17O196O,Ronchi dei legionari,Viale Giare,50051853137
Reodante,Dollorenzo,Albergo miramonti,azienda,DORREN84C20L511C,Arta terme,Via Umberto I,53549884735
Reamo,Puglisi,Pizzeria e braceria allabbuffata,azienda,PUUREO08Z15E751E,Trieste,Piazzale Alcide De Gasperi,71887112086
Guarino,Scorza,La tecia wine bar e restaurant,azienda,SCRGUO31G26H525Q,Trieste,Via San Nicol,67285795371
Rezzieri,Merenda,Albergo ristorante al cavallino bianco,azienda,MERRER80I33G578V,Tricesimo,Via San Bartolomeo,73254191777
Lello,Xu,Trattoria al pappagallo in cella,azienda,XUULEO70G05P755J,Udine,Piazzale Giobatta Cella,83369206628
Asmerino,Baglivi,Ristorante taverna al canevon,azienda,BAIASS96C38P946J,Grado,Calle Corbatto,93187348976
Gianni,Scarascia,Albergo ristorante krizman,azienda,SCRGIA94O35G351L,Monrupino,Localita Repen,84529657171
Guarniero,Lovecchio,Ristorante diana,azienda,LOHGUU68T22D603K,Trieste,Via Nazionale Villa Opicina,99125941080
Ernino,Aprile,Ai tre soldi goriziani,azienda,APPERO73R30H707R,Gorizia,Corso Italia,95318514155
Reinaldo,Lapenna,Osteria alle volte,azienda,LANREI86Z01V994T,Udine,Via Mercerie,71200494337
Catiello,Iacono,Ristorante da boschet,azienda,IACCAA16V18E285T,Latisana,Piazza Enea Codotto,51006415160
Savio,De donatis,Koi restaurant,azienda,DEOSAI40R24A069E,Udine,Via Valdagno,50135846986
Artemino,De nitto persone,Ristorante la capannina,azienda,DEEARI27A22A973L,Aquileia,Via Gemina,57599436036
Procolo,Bracciale,Hotel ristorante pizzeria cigno,azienda,BRCPRC50U01J935W,Latisana,Piazza Duomo,45747946822
Oldenio,Varallo,Trattoria alla contadina,azienda,VALOLL00L01J433L,Premariacco,Via S Paolino,21132474379
Rosiano,Meo,Bar franza,azienda,MEEROO57R04W059U,Trieste,Viale Miramare,76114790870
Oresto,Monticelli cuggio,Trattoria di angelo,azienda,MOIORS04K22W060R,Trieste,Strada della Rosandra,35555720239
Lucio,Aprile,Alla dama bianca,azienda,APILUU84N07W727L,Duino,Porto Via Duino C F,98897970631
Concesso,Bienna,Trattoria da rochet,azienda,BIACON30G37R052W,Reana del rojale,Via Rosta Ferracina Zompitta,78862355006
Eusanio,Borrello,Trattoria al morar,azienda,BOOEUS59U17T135T,Aquileia,Localita Beligna,42239136138
Enrico,Carcagna,Tavola calda bar moro,azienda,CACENC93D17Z854Y,Paluzza,Via Nazionale,47679407382
Ferradino,Cesaria,Enoteca sgonicobed&breakfast,azienda,CEIFEA76O17H725H,Sgonico,Localita Sgonico,06521803434
Rainerio,Orsini,Trattoria levade,azienda,ORIRAI30U27K041B,Castions di strada,Via Latisana,74068632447
Ermellino,Petrucci,Rifugio al santuario,azienda,PECERL01O18U251G,Tarvisio,Via Lussari,61447328153
Ralfo,Pulli,Pizzeria half moon,azienda,PULRAO05W21K604L,Udine,Viale Trieste,69786283348
Lisimaco,Ippati,Agriturismo verde friuli,azienda,IPALIA11V26V672Z,Forgaria nel friuli,Via Mont,50107487929
Fiorenzo,Pispero,Da giovanni,azienda,PIRFIO75N38U920L,Trieste,Via San Lazzaro,91154852133
Marcellino,Grantuza,Bar russian da giovanni sas,azienda,GRAMAL97D03D094V,Trieste,Via Paganini,79492460764
Gaudenzio,Dandrade,Pizzeria number one,azienda,D AGAA31U34Y998B,Trieste,Via Nordio Aurelio e Fabio,94919286867
Raguele,Cristofaro,Ristorante edelweiss stube,azienda,CRRRAL83Z03M141X,,,02742399881
Guerrazzo,Cuarto,Pizzeria ristorante la bella carnia,azienda,CURGUU59C29V604L,Tolmezzo,Via Carnia Libera,00781179225
Leonisio,Carafa,Alma living hotel al girarrosto,azienda,CARLEE24P12V786L,Venzone,Via Pontebbana Carnia,59252986354
Finizio,Imbo,Alla pergolaalbergoristorantepizzeria,azienda,IMMFII10L02V771K,Cormons,Via Matteotti,75399462508
Attila,Fanales,Trattoria vigna,azienda,FAAATT57R22O141N,Castelnovo del friuli,Borgata Vigna,31194038705
Gilardo,Celere,Pizzeria da pierino,azienda,CEEGII70Y04N090F,Udine,Via Baldasseria Bassa,88569909631
Ottaviano,Lasorsa,I sapori di toni,azienda,LASOTA47G08V234U,Trieste,Via dello Scoglio,03173528482
Costanzo,Flascassovitti,Trattoria ai cacciatori,azienda,FLACOT70R09P474Z,Remanzacco,Via Pradamano,15338940805
Simeone,Perez garcia,Ristorante la darsena,azienda,PEASIM18B26W429P,San giorgio di nogaro,Via Enrico Fermi,71004404637
Lellio,Mena,Befed brew pub lignano,azienda,MEALEL31F12N509P,Lignano sabbiadoro,Via Lungomare Riccardo Riva,66136613789
Lucillo,Muci,Subway,azienda,MUILUC92N02W102D,Roveredo in piano,Casella Postale Area Bldg Aviano,61993282298
Alarico,Dinoi,Befed martignacco,azienda,DIOALO47W21G853L,Martignacco,Via Antonio Bardelli Presso Centro Commerciale Citt Fiera,30280195742
Silvestro,Antelmi,Befed brew pub aviano,azienda,ANISIT48N15Y853J,Aviano,Viale Per Costa B,37624944548
Batista,Pinca,Befed brew pub sacile,azienda,PINBAT92H07H643Z,Sacile,Via Mazzini,69910861109
Alealdo,Giumentaro,Befed brew pub pordenone,azienda,GIUALL35D22S902L,Pordenone,Viale Martelli,72427434232
Peppe,Biasi,Befed brew pub fiumicello,azienda,BIAPEP58X30E992F,,,43127467239
Carlo,Callachand,Buffet da pepi,azienda,CAHCAL54R07E347L,Trieste,Via Cassa Risparmio,79107878105
Gasperino,Tau,Nishiko,azienda,TAAGAR83S05K344X,Trieste,Via della Cassa di Risparmio A,95943407390
Piersilvio,De palo,Trattoria al postiglione,azienda,DEAPIR79X03O976Z,Faedis,Via Soffumbergo Campeglio,82157555193
Gagliano,Paracelli,Ristobar alle terme romane,azienda,PACGAN15X05W410G,Monfalcone,Via Terme Romane,95712286130
Rames,Fattizzo,Ristorante pizzeria bella napoli,azienda,FAZRAE05H20Q134Z,Gradisca disonzo,Via Udine F,04577399252
Clerio,Prima,New risto by mario,azienda,PRICLL76E23T511T,Aviano,Via Ippolito Nievo,51735891963
Riva,Faraco,Pizzeria trattoria ai due delfini,azienda,FAARII35H09F915Z,Palmanova,Borgo Aquileia,48080828193
Giorgio,De stefano,Ristorante pizzeria da baffo,azienda,DEEGII42R00Q024A,Palmanova,Borgo Cividale,72481614081
Belfiore,Carrisi,Trattoria cittã  di londra,azienda,CAIBER26N19X099Q,Trieste,Via Ghiberti,04217005112
Palma,Castriota scanderbeg,Trattoria da gino,azienda,CASPAA69U38E591Q,Duino,Localit Sistiana,81429351756
Macedonio,Rizzini,Ristorante pizzeria la granseola,azienda,RIIMAN81J39V414M,Lignano sabbiadoro,Piazza Marcello D Olivo,24975250004
Osirio,Capilungo,Trattoria al passeggio,azienda,CANOSR37W26M018F,Torreano,Via Cividale,74175350609
Besso,Devito,Trattoria alla torre,azienda,DETBES92C05A108M,Trieste,Via K L Von Bruck,58811081079
Carlino,Spadavecchia,Pizzeria ristorante rover,azienda,SPCCAL99C39N626A,Caneva,Via Cansiglio,38968089375
Federigo,Bologna,Ristorante casa ippolito,azienda,BOGFEO72G01G139G,Latisana,Viale Aprilia Marittima,52931065395
Esdra,Bisciotti,Hotel ristorante spartiacque,azienda,BISESS23N26U123D,Tarvisio,Via Valcanale Camporosso in Valcanale,20284228219
Redenzio,Tresi,Ristorante my way,azienda,TREREO66M00Y554V,Trieste,Via Cadorna Luigi,91300322754
Germinale,Buccarella,Bar trattoria alla nave mami,azienda,BULGEN96K23T522B,Marano lagunare,Piazza Marii,72651384560
Rottilio,Geusa,Ristorante da willy,azienda,GEEROI63N23Y225P,Lignano sabbiadoro,Via Casa Bianca,72153431937
Clelio,Selvathurai,Ristorante pizzeria al cervo doro,azienda,SEICLL31J03T878K,Cividale del friuli,Borgo San Pietro,19530997551
Enzino,Mocavero,Ristorante cinese oriente,azienda,MOOENN52A34K645T,Pordenone,Via Lancieri Monf,71207105863
Erpidio,Mastronuzzi,Albergo ristorante consul,azienda,MATERR79Z10Z792V,Spilimbergo,Piazza Borgolucido,01685702821
Eufrosino,Scrimieri,Pizzeriaristorante al parco,azienda,SCIEUO54H10M082O,Lignano sabbiadoro,Via Latisana A,10993766545
Pagano,Testa,Albergo alla terrazza,azienda,TEEPAA70W07G652D,Monfalcone,Via I Maggio,59188732278
Brunello,Roca,Distributore esso di lizzi,azienda,ROABRE68O30J239V,Fagagna,Via Spilimbergo,39719664316
Cardenio,Carcagni,Osteria ristorante la da la grise,azienda,CAGCAE47E28O272H,Talmassons,Via Valentino Cossio,46995557101
Guerrazzo,Ducka,Pizzeria trattoria capello,azienda,DUAGUR08V12F413E,Cervignano del friuli,Via San Francesco D Assisi,40487758202
Oscarre,Perone,Bita,azienda,PEEOSA14D12W372Y,Trieste,Localita Santa Croce,30485641414
Abondio,Daluiso,La vecia osteria del moro,azienda,DAAABO75L24P297G,Pordenone,Via del Castello,18587603158
Calvio,Tarighinejad,Albergo ristorante carnia,azienda,TAGCAL91G39R778O,Venzone,Via Canal del Ferro Carnia,78933959302
Azolino,De lunas cudiamat,Trattoria chiosco paradiso,azienda,DETAZZ07A01L241F,Castions di strada,Localit Bivio Paradiso,87098932620
Abondio,Furnari,Trattoria blanch,azienda,FUIABD80M12A378T,Mossa,Via Blanchis,36634976256
Polonio,Grantuza,Trattoria bar universo,azienda,GRZPOO99D06A240X,Monfalcone,Via Cosulich,80204740699
Manin,Calzarini,Pizzeria ristorante abruzzese,azienda,CAIMAN79C30S214Z,Pordenone,Via Luigi De Paoli,58000563969
Gualterio,Profilo,Ristorante pizzeria arco,azienda,PROGUE90U37A881B,Lignano sabbiadoro,Via Centrale,55642375475
Frugolino,Filograno,Osteria istriano,azienda,FIOFRR85T11A700S,Trieste,Riva Grumula,44627609865
Antenore,Matino,Albergo ristorante al ponte,azienda,MATANN04S28B799V,Gradisca disonzo,Viale Trieste,91363073222
Felio,Pinnellini,Villa marin,azienda,PILFEO50U02D782T,Grado,Via dei Provveditori,61717688517
Alvario,Kalubowilage don,Yardie,azienda,KABALO80V22Y097R,Pradamano,Via Pier Paolo Pasolini,24903076720
Cecco,Olimpo,Trattoria da miculan,azienda,OLLCEO20B11Z801M,Tricesimo,Piazza Libert,95229499623
Remon,Sauro,Hotel la sirenetta,azienda,SAAREM74K34T585L,Grado,Via Milano,62954126052
Renis,Pasquali,Trattoria la tavernetta,azienda,PAQREE16Q15V873Q,San quirino,Via della Chiesa Sedrano,13416654967
Paride,Carafa,Albergo alle crosere,azienda,CARPAD44C01X113Q,Fagagna,Via Spilimbergo Ciconicco,52887072445
Onezio,Ruffo,Ristorante pizzeria la perla,azienda,RUOONO19E22Y244C,Spilimbergo,Via Camillo Benso Conte di Cavour,73440584448
Librando,Contursi,Albergo hotel park oasi,azienda,CORLIB79D28F761S,Arta terme,Viale delle Terme Piano d Arta,68219543478
Marisio,Galiano,Ristorante alle orzaie,azienda,GAAMAS37N36Z141L,Fontanafredda,Via Pedrada,30401205769
Adelio,Giglione,Albergo ristorante al cervo,azienda,GIIADE15J12D966C,Cervignano del friuli,Viale Venezia,38760334052
Custodio,Musaro,Rifugio sorgenti del piave,azienda,MUOCUS18Z20C390Z,,,18386320579
Risorgi,Malo,Trattoria vittoria,azienda,MALRII92X05I307C,Grado,Via Corte,49305611672
Ponzio,Amoroso,Ristorante pizzeria la conca,azienda,AMOPOO18R15P585T,Fontanafredda,Via La Croce,19796381586
Flero,Peruzzi,Hotel american,azienda,PERFLO98Z02K418J,Lignano sabbiadoro,Lungomare Trieste,08641191648
Alamiro,Soldi,Osteria la ferrata,azienda,SOLALL66J08C673L,Pordenone,Via Gorizia,01653893237
Rezzieri,Pitassi,Ristorante pizzeria kasarnjak,azienda,PIIREI35T39R917V,Tarvisio,Via Lussari,21186704547
Rineo,Maffione,Spaghetti house,azienda,MAIRIN88Y10S517A,Trieste,Via di Servola,46213220193
Cirano,Ji,Trattoria valeria 1904 ristorante hotel,azienda,JIICIN12I24J418B,Trieste,Via per Vienna,46196907728
Amoroso,Scarati,Agriturismo al luogo del giulio,azienda,SCAAMO01M14U580W,Maniago,Via Pordenone,48043883294
Iolando,Caracuta,Ristorante pizzeria lautogrill,azienda,CAAION32J06F419R,Tricesimo,Via Nazionale,42200978652
Luigi,Amalanathan,Ristorante pizzeria alla favola,azienda,AMALUI79Q16V184O,Sacile,Via Antonio Gramsci,40974231967
Andino,Briccarello,Rustiko,azienda,BRRANI03K21Z073A,Trieste,Via della Madonnina A,13102309196
Dafni,Madaghiele,Trattoria da giambate,azienda,MAADAI84B05U936X,Povoletto,Via Principale,94176059214
Aldo,Antoniotti,Pizzeria aria 5,azienda,ANOALO87Z38I415H,Tarcento,Via Udine,36638738457
Celsio,Vallo,Red baron pub,azienda,VAACEL19R12G705C,Trieste,Via Costalunga,96327974899
Polo,Sabur,Trattoria dal checo,azienda,SABPOO05A02W537V,Sagrado,Via Peteano,81217952713
Sofio,Muratovic,Hotel ristorante sole di la locanderia,azienda,MUUSOI10R18S940P,Muggia,Strada per Lazzaretto,52708497312
Dioniso,Alessandri,Albergo ristorante alla pagoda,azienda,ALLDII75D13G947O,Enemonzo,Via Maiaso,45502948070
